MÁXIMA	1.4	2.5	79.5	80.5	223.1	351.9	359.8	544.3	363.8	324.7	8.6	23	2080.6	231.2	9
MEDIA	0.7	1.2	39.8	76.7	223.1	277.8	265.9	407.9	228.3	280.9	3.2	11.5	1055.9	144.4	6.8
DESV.ST	1	1.8	56.2	5.4		119.5	80.3	192.9	191.6	62	4.7	16.3	727.1	64.2	1.7

EVAPORACIÓN MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977						88.9	140.2	124	118	111	113.5	111.6	807.2	115.3	7
1978	132.8	139	172.3				152.5				130.9		727.5	145.5	5
1979				82.8	53	114.1	120	128.5	124.9	116.9	115.8	111.9	967.9	107.5	9
1980	139.9	112.5	152.1	141		115.6	110.8						771.9	128.7	6
MÍNIMA	132.8	112.5	152.1	82.8	53	88.9	110.8	124	118	111	113.5	111.6	727.5	107.5	5
MÁXIMA	139.9	139	172.3	141	53	115.6	152.5	128.5	124.9	116.9	130.9	111.9	967.9	145.5	9
MEDIA	136.4	125.8	162.2	111.9	53	106.2	130.9	126.2	121.4	114	120.1	111.8	818.6	124.2	6.8
DESV.ST	5	18.7	14.3	41.2		15	18.9	3.2	4.9	4.2	9.5	0.2	104.7	16.7	1.7

TEMPERATURA MÁXIMA PROMEDIO
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977						34.6	34.8	34.7	34.9	34.3	34.2	33.8		34.5	7
1978	34.1	34.9	36.2				33.5				35.1			34.8	5
1979				36.6	35.1	32.7	34.1	33.4	33.1	33.9	34.5	33.9		34.1	9
1980	33.9	33.6	35	35.6		34.8	34.2							34.5	6
MÍNIMA	33.9	33.6	35	35.6	35.1	32.7	33.5	33.4	33.1	33.9	34.2	33.8		34.1	5
MÁXIMA	34.1	34.9	36.2	36.6	35.1	34.8	34.8	34.7	34.9	34.3	35.1	33.9		34.8	9
MEDIA	34	34.2	35.6	36.1	35.1	34	34.1	34	34	34.1	34.6	33.8		34.5	6.8
DESV.ST	0.1	0.9	0.8	0.7		1.2	0.5	0.9	1.3	0.3	0.5	0.1		0.3	1.7

TEMPERATURA MÁXIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977						37	36	36	36	36	36	35		36	7
1978	36	37	37				36				37			36.6	5
1979				38	37	36	36	36	36	36	36	36		36.3	9
1980	35	35	37	38		37	36							36.3	6
MÍNIMA	35	35	37	38	37	36	36	36	36	36	36	35		36	5
MÁXIMA	36	37	37	38	37	37	36	36	36	36	37	36		36.6	9
MEDIA	35.5	36	37	38	37	36.7	36	36	36	36	36.3	35.5		36.3	6.8
DESV.ST	0.7	1.4	0	0		0.6	0	0	0	0	0.6	0.7		0.2	1.7

TEMPERATURA MÍNIMA PROMEDIO
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977						21.6	21.6	21.6	21.8	21.5	20.3	19.1		21.1	7
1978	17.5	18.2	19.5				21.8				20.2			19.4	5
1979				21.9	23.2	22.4	22.2	22.1	22.6	22.4	20.1	18.9		21.8	9
1980	19.2	18.3	20.1	22.2		22.6	22.1							20.8	6
MÍNIMA	17.5	18.2	19.5	21.9	23.2	21.6	21.6	21.6	21.8	21.5	20.1	18.9		19.4	5
MÁXIMA	19.2	18.3	20.1	22.2	23.2	22.6	22.2	22.1	22.6	22.4	20.3	19.1		21.8	9
MEDIA	18.4	18.2	19.8	22	23.2	22.2	21.9	21.9	22.2	22	20.2	19		20.8	6.8
DESV.ST	1.2	0.1	0.4	0.2		0.5	0.3	0.4	0.6	0.6	0.1	0.1		1	1.7

TEMPERATURA MÍNIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977						19	20	20	21	21	17	16		19.1	7
1978	15	12	13				20				15			15	5
1979				21	21	21	21	18	21	21	17	16		19.7	9
1980	16	16	17	20		21	21							18.5	6
MÍNIMA	15	12	13	20	21	19	20	18	21	21	15	16		15	5
MÁXIMA	16	16	17	21	21	21	21	20	21	21	17	16		19.7	9
MEDIA	15.5	14	15	20.5	21	20.3	20.5	19	21	21	16.3	16		18.1	6.8
DESV.ST	0.7	2.8	2.8	0.7		1.2	0.6	1.4	0	0	1.2	0		2.1	1.7

TEMPERATURA MEDIA MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977						28.1	28.2	28.2	28.4	27.9	27.2	26.4		27.8	7
1978	25.8	26.5	27.9				27.6				27.6			27.1	5
1979				29.2	29.1	27.6	28.1	27.8	27.9	28.1	27.3	26.4		27.9	9
1980	26.5	26	27.6	28.9		28.7	28.2							27.6	6
MÍNIMA	25.8	26	27.6	28.9	29.1	27.6	27.6	27.8	27.9	27.9	27.2	26.4		27.1	5
MÁXIMA	26.5	26.5	27.9	29.2	29.1	28.7	28.2	28.2	28.4	28.1	27.6	26.4		27.9	9
MEDIA	26.1	26.2	27.8	29	29.1	28.1	28	28	28.1	28	27.4	26.4		27.6	6.8
DESV.ST	0.5	0.4	0.2	0.2		0.6	0.3	0.3	0.4	0.1	0.2	0		0.4	1.7
