784
736.8
510
461
411
326
349.8
130.4
690
266
199
690
340.6
249.6
350
317
732.56
265.05
743.6
463.9
1474.86
323
160.4
763.75
578
191.75
2440
238.35
622.08
1374
439.72
280.22
267.2
287.28
280.7
156.5
455.5
501.2
385
698.19
184.68
595.2
110.178
523.86
1636.33
1168
295
212.8
367.42
144.57
78.44
261.86
196.3
46.81
313.81
319.6
621.07
824.5
