14.2
17.1
20
21
21.4
23.2
23.2
24.3
25.2
25.2
25.2
25.7
26
26
26.5
28.4
29
29.2
29.8
30
30
30
30
30.6
32.1
33
33
34
35
36.2
36.7
37.4
37.4
38
38.8
42
48.2
49
51.3
51.3
52
80
