MEDIA	24.4	22.5	23	23.2	22.1	23.5	30.8	31.3	31.2	30.2	27.5	26		25.3	5.2
DESV.ST		1.6	1.3	1.4	0.3	0.5			2.8			0.1		3.4	4.6

TEMPERATURA MÁXIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977									38			28		33	2
1978	27	28	29	31.5	25	29	36	37.5	32.5	34.5	30.5	30		30.9	12
1979		26	25	29.5	22.5									25.8	4
1981				29.5	25.5	25.5								26.8	3
MÍNIMA	27	26	25	29.5	22.5	25.5	36	37.5	32.5	34.5	30.5	28		25.8	2
MÁXIMA	27	28	29	31.5	25.5	29	36	37.5	38	34.5	30.5	30		33	12
MEDIA	27	27	27	30.2	24.3	27.2	36	37.5	35.2	34.5	30.5	29		29.1	5.2
DESV.ST		1.4	2.8	1.2	1.6	2.5			3.9			1.4		3.4	4.6

TEMPERATURA MÍNIMA PROMEDIO
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977									21.3			11.8		16.6	2
1978	11.8	9.6	11.7	11.7	13	16.4	20.2	20.5	19.4	18.8	14.4	9		14.7	12
1979		6.4	7.6	10.4	13.8									9.6	4
1981				12.5	11.7	14.2								12.8	3
MÍNIMA	11.8	6.4	7.6	10.4	11.7	14.2	20.2	20.5	19.4	18.8	14.4	9		9.6	2
MÁXIMA	11.8	9.6	11.7	12.5	13.8	16.4	20.2	20.5	21.3	18.8	14.4	11.8		16.6	12
MEDIA	11.8	8	9.6	11.5	12.8	15.3	20.2	20.5	20.4	18.8	14.4	10.4		13.4	5.2
DESV.ST		2.3	2.9	1.1	1.1	1.6			1.3			2		3	4.6

TEMPERATURA MÍNIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977									18			10		14	2
1978	10	5	6	8	10	10	17.5	18	15	15	9	3		10.5	12
1979		0	4	6	12.5									5.6	4
1981				8.5	8.5	9.5								8.8	3
MÍNIMA	10	0	4	6	8.5	9.5	17.5	18	15	15	9	3		5.6	2
MÁXIMA	10	5	6	8.5	12.5	10	17.5	18	18	15	9	10		14	12
MEDIA	10	2.5	5	7.5	10.3	9.8	17.5	18	16.5	15	9	6.5		9.7	5.2
DESV.ST		3.5	1.4	1.3	2	0.4			2.1			4.9		3.5	4.6

TEMPERATURA MEDIA MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1977									27.2			18.9		23	2
1978	18.1	16.6	17.9	17.4	17.5	20.1	25.5	25.9	24.3	24.5	21	17.5		20.5	12
1979		13.9	14.9	16.1	17.9									15.7	4
1981				18.6	17	18.7								18.1	3
MÍNIMA	18.1	13.9	14.9	16.1	17	18.7	25.5	25.9	24.3	24.5	21	17.5		15.7	2
MÁXIMA	18.1	16.6	17.9	18.6	17.9	20.1	25.5	25.9	27.2	24.5	21	18.9		23	12
MEDIA	18.1	15.2	16.4	17.4	17.5	19.4	25.5	25.9	25.8	24.5	21	18.2		19.3	5.2
DESV.ST		1.9	2.1	1.3	0.5	1			2.1			1		3.1	4.6
